Overview,Series_Title,Released_Year
Un oficial de la policía de Nueva York intenta salvar a su esposa y a varios otros tomados como rehenes por terroristas alemanes durante una fiesta de Navidad en Nakatomi Plaza en Los Ángeles.,Die Hard,1988
"En Japón medieval, un anciano se retira, entregando su imperio a sus tres hijos.Sin embargo, subestima enormemente cómo el poder recién descubierto los corromperá y hará que se vuelvan el uno al otro ... y él.",Ran,1985
"La vida del boxeador Jake Lamotta, cuya violencia y temperamento que lo llevaron a la cima del ring destruyó su vida fuera de ella.",Raging Bull,1980
Una guía lleva a dos hombres a través de un área conocida como la zona para encontrar una habitación que otorgue deseos.,Stalker,1979
"Una hija casada que anhela el amor de su madre es visitada por este último, un exitoso pianista de concierto.",Höstsonaten,1978
Este drama histórico épico narra la vida y los tiempos del profeta Muhammad y sirve como una introducción a la historia islámica temprana.,The Message,1976
"Después de que su familia es asesinada por un notorio y despiadado bandido, un ex oficial de policía recluta los servicios de dos forajidos para capturar al bandido.",Sholay,1975
"El rey Arthur y sus caballeros de la mesa redonda se embarcan en una búsqueda surrealista y de bajo presupuesto del Santo Grial, encontrando muchos obstáculos muy tontos.",Monty Python and the Holy Grail,1975
El plan de prisioneros de guerra aliados para varios cientos de su número para escapar de un campo alemán durante la Segunda Guerra Mundial.,The Great Escape,1963
"Atticus Finch, un abogado del sur de la era de la depresión, defiende a un hombre negro contra un cargo de violación inmerecido, y sus hijos contra los prejuicios.",To Kill a Mockingbird,1962
Un astuto Ronin llega a una ciudad dividida por dos pandillas criminales y decide jugarlas entre sí para liberar la ciudad.,Yôjinbô,1961
"En 1948, una corte estadounidense en Alemania ocupada intenta cuatro nazis juzgados por crímenes de guerra.",Judgment at Nuremberg,1961
"Después de que dos músicos masculinos son testigos de un éxito de la mafia, huyen del estado en una banda totalmente femenina disfrazada de mujeres, pero se establecen más complicaciones.",Some Like It Hot,1959
"Después de vivir una vida marcada por la frialdad, un profesor que envejece se ve obligado a enfrentar el vacío de su existencia.",Smultronstället,1957
"Un hombre busca respuestas sobre la vida, la muerte y la existencia de Dios mientras juega al ajedrez contra el Grim Reaper durante la peste negra.",Det sjunde inseglet,1957
"Cuatro hombres planifican un crimen técnicamente perfecto, pero el elemento humano interviene ...",Du rififi chez les hommes,1955
Un ex tenista intenta organizar el asesinato de su esposa después de enterarse de su aventura.,Dial M for Murder,1954
"Una pareja de ancianos visita a sus hijos y nietos en la ciudad, pero recibe poca atención.",Tôkyô monogatari,1953
"La violación de una novia y el asesinato de su esposo samurai son retirados de las perspectivas de un bandido, la novia, el fantasma del samurai y un leñador.",Rashômon,1950
Un Ingénue aparentemente tímido pero secretamente despiadado se insinúa en la vida de una estrella de Broadway envejecida y su círculo de amigos de teatro.,All About Eve,1950
Dos estadounidenses que buscan trabajo en México convencen a un viejo buscador de ayudarlos a minar por oro en las montañas Sierra Madre.,The Treasure of the Sierra Madre,1948
"Durante la ocupación nazi de Polonia, una compañía en funciones se ve envuelta en los esfuerzos de un soldado polaco para localizar a un espía alemán.",To Be or Not to Be,1942
Un buscador va al Klondike en busca de oro y lo encuentra y más.,The Gold Rush,1925
"Un proyeccionista de la película anhela ser un detective, y pone sus escasas habilidades a trabajar cuando es enmarcado por un rival por robar el reloj de bolsillo del padre de su novia.",Sherlock Jr.,1924
"En una isla aislada en Brittany a fines del siglo XVIII, una pintora está obligada a pintar un retrato de boda de una mujer joven.",Portrait de la jeune fille en feu,2019
"Cuando tres mujeres jóvenes están implicadas en un delito, un abogado retirado avanza para ayudarlas a limpiar sus nombres.",Pink,2016
"Un joven es ostracado por sus compañeros de clase después de que mata a una niña sorda hasta el punto de que ella se aleja.Años más tarde, emprende un camino para la redención.",Koe no katachi,2016
Un emprendedor exitoso acusado de asesinato y un experto en preparación de testigos tienen menos de tres horas para encontrar una defensa impregnable.,Contratiempo,2016
"Una mujer es contratada como una doncella para una heredera japonesa, pero en secreto está involucrada en un complot para defraudarla.",Ah-ga-ssi,2016
"Una madre soltera viuda, criando a su hijo violento solo, encuentra una nueva esperanza cuando un vecino misterioso se inserta en su hogar.",Mommy,2014
"Un joven regresa a Cachemira después de la desaparición de su padre para confrontar a su tío, a quien sospecha que juega un papel en el destino de su padre.",Haider,2014
"En un futuro donde los mutantes están casi extintos, un Logan anciano y cansado lleva una vida tranquila.Pero cuando Laura, una niña mutante perseguida por científicos, viene a él en busca de ayuda, debe llevarla a un lugar seguro.",Logan,2017
"Cautive durante 7 años en un espacio cerrado, una mujer y su hijo pequeño finalmente ganan su libertad, lo que permite al niño experimentar el mundo exterior por primera vez.",Room,2015
Seis cuentos que exploran las extremidades del comportamiento humano que involucran a las personas en apuros.,Relatos salvajes,2014
"Después de aterrizar el concierto de su vida, un pianista de jazz de Nueva York de repente se encuentra atrapado en una tierra extraña entre la Tierra y la vida futura.",Soul,2020
El dueño de un hotel y el propietario en un pueblo turco remoto se ocupan de conflictos dentro de su familia y un inquilino detrás de su alquiler.,Kis Uykusu,2014
Un alienígena en la tierra pierde el único dispositivo que puede usar para comunicarse con su nave espacial.Su naturaleza inocente y sus preguntas infantiles obligan al país a evaluar el impacto de la religión en su gente.,PK,2014
Un comerciante lleva a Dios a la corte cuando su tienda es destruida por un terremoto.,OMG: Oh My God!,2012
"Un escritor se encuentra con el dueño de un hotel de clase alta envejecida, que le cuenta sus primeros años que sirve como niño de lobby en los gloriosos años del hotel bajo un conserje excepcional.",The Grand Budapest Hotel,2014
"Dado que la desaparición de su esposa se ha convertido en el foco de un intenso circo de medios, un hombre ve que el centro de atención se vuelve contra él cuando se sospecha que puede no ser inocente.",Gone Girl,2014
"Después de que su amante del hombre lobo muere inesperadamente en un accidente mientras busca comida para sus hijos, una joven debe encontrar formas de criar al hijo y la hija de hombres lobo que tenía con él mientras mantenía su rasgo oculto a la sociedad.",Ôkami kodomo no Ame to Yuki,2012
"El médico del ejército estadounidense de la Segunda Guerra Mundial, Desmond T. Doss, que sirvió durante la Batalla de Okinawa, se niega a matar personas y se convierte en el primer hombre en la historia de Estados Unidos en recibir la Medalla de Honor sin disparar.",Hacksaw Ridge,2016
"Después de que el joven Riley sea desarraigado de su vida en el medio oeste y se mudó a San Francisco, sus emociones (alegría, miedo, ira, asco y tristeza) conflictos sobre la mejor manera de navegar por una nueva ciudad, casa y escuela.",Inside Out,2015
Tres jóvenes aprenden que el amor no puede definirse ni contenido por la definición de la sociedad de lo normal y anormal.,Barfi!,2012
"En los Estados Unidos Antebellum, Solomon Northup, un hombre negro libre del norte del estado de Nueva York, es secuestrado y vendido en esclavitud.",12 Years a Slave,2013
"La despiadada rivalidad de la década de 1970 entre los rivales de la Fórmula Uno, James Hunt y Niki Lauda.",Rush,2013
El diseñador de automóviles estadounidense Carroll Shelby y el conductor Ken Miles luchan contra la interferencia corporativa y las leyes de la física para construir un auto revolucionario para Ford para derrotar a Ferrari en las 24 horas de Le Mans en 1966.,Ford v Ferrari,2019
"La verdadera historia de cómo el Boston Globe descubrió el escándalo masivo de la abuso sexual infantil y el encubrimiento dentro de la arquidiócesis católica local, sacudiendo toda la Iglesia Católica hasta su núcleo.",Spotlight,2015
"Ben, un joven irlandés, y su hermana pequeña Saoirse, una niña que puede convertirse en un sello, ir a una aventura para liberar a las hadas y salvar el mundo espiritual.",Song of the Sea,2014
"La búsqueda de una mujer embarazada de su esposo desaparecido la lleva de Londres a Kolkata, pero todos los que le pregunta niega haberlo conocido.",Kahaani,2012
Tres amigos deciden convertir sus vacaciones de fantasía en realidad después de que uno de sus amigos se compromete.,Zindagi Na Milegi Dobara,2011
"Cuando la hija de Keller Dover y su amiga desaparecen, toma el asunto en sus propias manos mientras la policía persigue múltiples pistas y la presión aumenta.",Prisoners,2013
"En un páramo post-apocalíptico, una mujer se rebela contra una gobernante tiránica en busca de su tierra natal con la ayuda de un grupo de prisioneras, una adoradora psicótica y un vagabundo llamado Max.",Mad Max: Fury Road,2015
Un oficial de policía retirado recuerda sobre el día más asombroso de su carrera.Sobre un caso que nunca se presentó pero continúa perseguiéndolo en sus recuerdos: el caso de un hombre y un miércoles.,A Wednesday,2008
"El descontento veterano de la Guerra de Corea, Walt Kowalski, se propone reformar a su vecino, Thao Lor, un adolescente hmong que intentó robar la preciada posesión de Kowalski: un Gran Torino de 1972.",Gran Torino,2008
"Harry, Ron y Hermione buscan los horruxes restantes de Voldemort en su esfuerzo por destruir al Señor Oscuro a medida que la batalla final se enfurece en Hogwarts.",Harry Potter and the Deathly Hallows: Part 2,2011
Un violonchelista recién desempleado toma un trabajo preparando a los muertos para los funerales.,Okuribito,2008
Un profesor universitario se une con un perro abandonado que lleva a su casa.,Hachi: A Dog's Tale,2009
"Una historia de amistad entre dos amigos de la pluma improbables: Mary, una solitaria niña de ocho años que vive en los suburbios de Melbourne, y Max, un hombre gravemente obeso de cuarenta y cuatro años que vive en Nueva York.",Mary and Max,2009
"Un joven vikingo desafortunado que aspira a cazar dragones se convierte en el improbable amigo de un joven dragón, y se entera de que puede haber más para las criaturas de lo que asumió.",How to Train Your Dragon,2010
"Después de graduarse de la Universidad de Emory, el mejor estudiante y atleta Christopher McCandless abandona sus posesiones, le da toda su cuenta de ahorros de $ 24,000 a la organización benéfica y autostopistas a Alaska para vivir en el desierto.En el camino, Christopher se encuentra con una serie de personajes que dan forma a su vida.",Into the Wild,2007
